,Customer Age,Customer Gender,Product Purchased,Ticket Subject,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
5214,26,Female,Garmin Forerunner,Peripheral compatibility,4.0,2032,High
5217,44,Male,iPhone,Refund request,4.0,2024,High
5223,32,Male,Adobe Photoshop,Product setup,3.0,1709,Medium
5227,62,Male,Amazon Echo,Installation support,5.0,1410,High
5229,65,Other,Bose QuietComfort,Hardware issue,5.0,1621,High
5230,69,Other,LG OLED,Battery life,2.0,1322,Low
5231,45,Other,Sony Xperia,Battery life,2.0,1764,Low
5233,33,Other,LG Washing Machine,Refund request,3.0,1488,Medium
5236,52,Male,Garmin Forerunner,Refund request,4.0,1546,High
5237,65,Other,Autodesk AutoCAD,Hardware issue,4.0,1920,High
5239,36,Male,Samsung Galaxy,Display issue,4.0,1379,High
5240,67,Other,HP Pavilion,Cancellation request,3.0,1447,Medium
5241,45,Other,LG Washing Machine,Account access,5.0,1777,High
5244,45,Male,Canon EOS,Display issue,5.0,1587,High
5245,32,Male,GoPro Hero,Network problem,5.0,1567,High
5246,62,Other,iPhone,Cancellation request,1.0,1486,Low
5247,53,Other,Samsung Soundbar,Display issue,2.0,1839,Low
5250,66,Other,Nintendo Switch Pro Controller,Delivery problem,3.0,1385,Medium
5252,63,Female,LG Washing Machine,Delivery problem,2.0,1803,Low
5263,27,Female,Bose SoundLink Speaker,Product setup,4.0,1492,High
5264,30,Male,Fitbit Versa Smartwatch,Account access,3.0,1814,Medium
5268,47,Male,Nikon D,Battery life,2.0,1828,Low
5271,19,Male,Google Nest,Account access,3.0,1798,Medium
5272,20,Other,LG Washing Machine,Product compatibility,5.0,1835,High
5283,52,Female,PlayStation,Product compatibility,4.0,1967,High
5288,31,Other,GoPro Hero,Delivery problem,1.0,1889,Low
5289,66,Other,Microsoft Office,Network problem,4.0,1377,High
5291,37,Female,GoPro Action Camera,Network problem,4.0,1958,High
5292,55,Other,MacBook Pro,Software bug,3.0,1503,Medium
5297,36,Other,LG OLED,Hardware issue,3.0,1704,Medium
5300,33,Female,PlayStation,Software bug,2.0,1442,Low
5304,33,Female,Samsung Galaxy,Battery life,1.0,1562,Low
5306,69,Other,Canon EOS,Refund request,3.0,2019,Medium
5307,50,Other,Asus ROG,Installation support,3.0,2037,Medium
5308,18,Male,Sony Xperia,Account access,1.0,1494,Low
5311,51,Male,Google Pixel,Battery life,5.0,2010,High
5315,54,Male,LG OLED,Product compatibility,2.0,1752,Low
5319,61,Other,Xbox,Cancellation request,1.0,1689,Low
5341,48,Male,Sony 4K HDR TV,Peripheral compatibility,4.0,1773,High
5343,62,Other,Philips Hue Lights,Installation support,5.0,1864,High
5350,44,Female,Roomba Robot Vacuum,Product compatibility,5.0,1984,High
5352,59,Female,Roomba Robot Vacuum,Peripheral compatibility,4.0,1798,High
5353,33,Other,Philips Hue Lights,Delivery problem,2.0,1660,Low
5356,48,Other,Dell XPS,Refund request,1.0,1905,Low
5357,34,Other,Sony 4K HDR TV,Software bug,5.0,1786,High
5358,69,Other,Asus ROG,Refund request,5.0,1926,High
5363,61,Female,Roomba Robot Vacuum,Network problem,2.0,1703,Low
5367,49,Male,Fitbit Versa Smartwatch,Network problem,1.0,1787,Low
5368,48,Male,Bose QuietComfort,Payment issue,4.0,2032,High
5370,50,Female,Sony Xperia,Data loss,5.0,1873,High
5373,53,Other,PlayStation,Cancellation request,4.0,1425,High
5379,63,Other,Autodesk AutoCAD,Delivery problem,4.0,1608,High
5380,49,Female,Fitbit Versa Smartwatch,Hardware issue,4.0,1974,High
5382,68,Male,Nintendo Switch,Product setup,4.0,1331,High
5387,57,Female,GoPro Hero,Product compatibility,1.0,1546,Low
5394,44,Female,Canon DSLR Camera,Refund request,3.0,2021,Medium
5395,36,Female,Apple AirPods,Payment issue,3.0,1985,Medium
5400,52,Male,Fitbit Charge,Network problem,4.0,1908,High
5403,50,Male,GoPro Hero,Delivery problem,5.0,1997,High
5409,33,Female,Sony Xperia,Battery life,1.0,1574,Low
5416,50,Female,Google Pixel,Delivery problem,2.0,1622,Low
5426,50,Female,Microsoft Xbox Controller,Installation support,2.0,1620,Low
5428,31,Male,GoPro Action Camera,Payment issue,3.0,1926,Medium
5435,51,Female,GoPro Action Camera,Cancellation request,2.0,1954,Low
5436,58,Other,LG Washing Machine,Product compatibility,4.0,1859,High
5437,18,Other,Microsoft Office,Battery life,4.0,1950,High
5440,35,Female,Bose SoundLink Speaker,Hardware issue,3.0,1969,Medium
5442,21,Female,Bose SoundLink Speaker,Battery life,3.0,1640,Medium
5443,36,Other,Sony PlayStation,Account access,2.0,1384,Low
5445,44,Female,GoPro Hero,Account access,4.0,2037,High
5446,21,Other,PlayStation,Hardware issue,5.0,1376,High
5450,52,Female,LG OLED,Installation support,1.0,1917,Low
5452,42,Female,Fitbit Versa Smartwatch,Delivery problem,1.0,1790,Low
5455,70,Male,Apple AirPods,Network problem,4.0,1886,High
5457,39,Female,Sony 4K HDR TV,Network problem,2.0,1532,Low
5460,23,Male,Philips Hue Lights,Product setup,3.0,1744,Medium
5461,53,Female,Apple AirPods,Account access,1.0,1530,Low
5466,64,Male,Lenovo ThinkPad,Refund request,1.0,2027,Low
5467,28,Male,Samsung Soundbar,Installation support,3.0,1564,Medium
5470,53,Female,Asus ROG,Peripheral compatibility,5.0,1834,High
5472,32,Female,Sony Xperia,Peripheral compatibility,1.0,1431,Low
5473,60,Other,PlayStation,Cancellation request,2.0,1630,Low
5474,38,Male,Dyson Vacuum Cleaner,Battery life,4.0,1889,High
5475,36,Female,Autodesk AutoCAD,Peripheral compatibility,5.0,1552,High
5477,42,Male,Apple AirPods,Software bug,5.0,1817,High
5478,35,Male,Apple AirPods,Hardware issue,1.0,1466,Low
5481,40,Male,Google Nest,Software bug,1.0,1687,Low
5487,52,Female,Nest Thermostat,Account access,5.0,1986,High
5491,59,Male,Canon EOS,Product compatibility,1.0,1580,Low
5494,20,Female,LG Washing Machine,Software bug,1.0,1893,Low
5502,34,Other,Bose QuietComfort,Installation support,3.0,1486,Medium
5503,52,Male,GoPro Hero,Network problem,1.0,1506,Low
5510,38,Female,Canon DSLR Camera,Hardware issue,4.0,1980,High
5511,47,Other,Canon EOS,Payment issue,3.0,1388,Medium
5513,45,Other,Microsoft Xbox Controller,Payment issue,1.0,1502,Low
5514,31,Male,Bose QuietComfort,Display issue,2.0,2005,Low
5518,64,Male,Microsoft Surface,Hardware issue,3.0,1730,Medium
5522,31,Female,Microsoft Surface,Installation support,2.0,2041,Low
5523,48,Female,Canon EOS,Product recommendation,3.0,1618,Medium
5537,45,Female,Samsung Galaxy,Software bug,2.0,1646,Low
5539,27,Female,Nest Thermostat,Product setup,5.0,1550,High
5540,45,Other,Sony 4K HDR TV,Network problem,5.0,2019,High
5542,43,Female,Dyson Vacuum Cleaner,Payment issue,4.0,1725,High
5547,53,Other,Canon DSLR Camera,Software bug,2.0,1823,Low
5549,55,Other,Google Pixel,Product setup,3.0,2037,Medium
5552,20,Other,Sony 4K HDR TV,Display issue,1.0,1754,Low
5556,42,Other,LG OLED,Product recommendation,1.0,1688,Low
5557,39,Female,GoPro Action Camera,Battery life,1.0,1671,Low
5564,19,Other,Samsung Galaxy,Data loss,1.0,1449,Low
5568,64,Male,Lenovo ThinkPad,Refund request,5.0,1982,High
5574,67,Male,HP Pavilion,Software bug,2.0,1379,Low
5577,30,Female,GoPro Action Camera,Network problem,1.0,1526,Low
5585,70,Male,Adobe Photoshop,Data loss,1.0,1820,Low
5588,49,Female,Apple AirPods,Software bug,3.0,1541,Medium
5593,32,Other,Autodesk AutoCAD,Delivery problem,2.0,1512,Low
5600,64,Female,Amazon Kindle,Product setup,4.0,1944,High
5601,44,Other,Fitbit Charge,Cancellation request,4.0,1872,High
5604,67,Female,Microsoft Office,Installation support,5.0,1781,High
5608,26,Female,Xbox,Data loss,2.0,1850,Low
5611,58,Other,Asus ROG,Software bug,3.0,1935,Medium
5612,32,Female,HP Pavilion,Product setup,4.0,2013,High
5613,21,Other,Microsoft Xbox Controller,Peripheral compatibility,2.0,1568,Low
5619,63,Male,Autodesk AutoCAD,Product recommendation,5.0,1987,High
5621,44,Female,Microsoft Office,Software bug,3.0,1513,Medium
5624,24,Female,Bose SoundLink Speaker,Delivery problem,4.0,1523,High
5625,63,Other,Canon DSLR Camera,Product setup,2.0,1787,Low
5627,25,Male,Bose QuietComfort,Payment issue,3.0,1963,Medium
5629,24,Male,Google Pixel,Network problem,2.0,1480,Low
5635,70,Other,Canon DSLR Camera,Software bug,1.0,1413,Low
5636,28,Male,LG Washing Machine,Network problem,3.0,1517,Medium
5640,40,Female,Microsoft Surface,Account access,3.0,1728,Medium
5642,58,Other,LG Washing Machine,Battery life,2.0,1593,Low
5645,39,Other,GoPro Hero,Account access,3.0,1784,Medium
5647,37,Male,Canon EOS,Account access,5.0,1748,High
5649,69,Other,Nintendo Switch,Refund request,5.0,1593,High
5650,49,Female,Canon EOS,Delivery problem,2.0,1509,Low
5657,52,Male,Nikon D,Payment issue,5.0,1346,High
5662,57,Female,Samsung Galaxy,Payment issue,5.0,1817,High
5664,46,Male,Roomba Robot Vacuum,Product compatibility,5.0,1566,High
5665,25,Male,Canon EOS,Network problem,4.0,1658,High
5667,19,Female,Philips Hue Lights,Product compatibility,4.0,1786,High
5668,50,Female,GoPro Hero,Battery life,4.0,1756,High
5670,42,Male,Dyson Vacuum Cleaner,Delivery problem,5.0,1356,High
5671,55,Other,Nintendo Switch,Product compatibility,3.0,1739,Medium
5673,45,Male,Nest Thermostat,Account access,1.0,1918,Low
5675,21,Female,Microsoft Xbox Controller,Network problem,1.0,1824,Low
5678,51,Female,Nikon D,Product recommendation,4.0,1363,High
5681,44,Female,Xbox,Product setup,5.0,2002,High
5683,64,Male,Fitbit Charge,Product recommendation,2.0,1632,Low
5684,22,Male,Google Pixel,Software bug,4.0,1966,High
5686,54,Other,Fitbit Charge,Product recommendation,2.0,2017,Low
5693,43,Other,Lenovo ThinkPad,Data loss,4.0,2024,High
5694,24,Male,PlayStation,Hardware issue,1.0,1979,Low
5699,34,Female,iPhone,Software bug,5.0,1559,High
5703,36,Male,HP Pavilion,Network problem,1.0,1368,Low
5705,67,Male,Microsoft Office,Software bug,4.0,1866,High
5713,29,Other,Fitbit Versa Smartwatch,Product setup,4.0,1864,High
5715,35,Female,Amazon Echo,Refund request,3.0,1623,Medium
5716,57,Female,Microsoft Xbox Controller,Display issue,1.0,2029,Low
5717,58,Other,LG Smart TV,Data loss,5.0,1721,High
5721,21,Other,Autodesk AutoCAD,Payment issue,3.0,1497,Medium
5722,60,Male,iPhone,Hardware issue,3.0,1782,Medium
5726,58,Other,PlayStation,Delivery problem,3.0,1996,Medium
5729,59,Other,Google Nest,Network problem,4.0,1838,High
5730,31,Female,Amazon Kindle,Hardware issue,4.0,1629,High
5731,61,Male,Nikon D,Network problem,2.0,1549,Low
5732,19,Female,Apple AirPods,Display issue,3.0,1473,Medium
5736,70,Other,GoPro Hero,Peripheral compatibility,1.0,1714,Low
5737,20,Male,Nikon D,Refund request,5.0,1566,High
5739,69,Male,Fitbit Versa Smartwatch,Product recommendation,3.0,1818,Medium
5740,51,Other,Asus ROG,Product recommendation,1.0,1809,Low
5743,32,Female,PlayStation,Software bug,3.0,1490,Medium
5744,42,Male,LG Washing Machine,Cancellation request,3.0,1647,Medium
5750,52,Male,GoPro Hero,Product recommendation,3.0,1446,Medium
5758,38,Other,Nintendo Switch,Network problem,4.0,1931,High
5759,47,Female,HP Pavilion,Data loss,2.0,1937,Low
5760,28,Female,Samsung Galaxy,Payment issue,5.0,1986,High
5765,69,Male,Sony Xperia,Hardware issue,2.0,2025,Low
5767,53,Male,Microsoft Xbox Controller,Cancellation request,5.0,1845,High
5771,26,Female,Nikon D,Peripheral compatibility,3.0,1492,Medium
5776,51,Male,Asus ROG,Product setup,1.0,1712,Low
5779,32,Male,LG Washing Machine,Product recommendation,2.0,1905,Low
5781,39,Male,iPhone,Hardware issue,4.0,1419,High
5784,61,Other,Apple AirPods,Hardware issue,1.0,1833,Low
5785,61,Male,LG Smart TV,Installation support,3.0,1966,Medium
5789,19,Female,Samsung Galaxy,Peripheral compatibility,1.0,1516,Low
5791,56,Female,Sony PlayStation,Account access,1.0,1841,Low
5792,27,Other,Garmin Forerunner,Software bug,4.0,1941,High
5798,26,Other,Nikon D,Product recommendation,5.0,1776,High
5801,21,Female,Samsung Soundbar,Installation support,4.0,1543,High
5802,23,Female,Fitbit Versa Smartwatch,Account access,2.0,1989,Low
5805,27,Female,Nikon D,Account access,2.0,1904,Low
5806,33,Other,Bose SoundLink Speaker,Product setup,1.0,1765,Low
5809,32,Male,Roomba Robot Vacuum,Account access,5.0,1962,High
5814,26,Female,Dyson Vacuum Cleaner,Account access,5.0,1381,High
5815,54,Female,Amazon Echo,Software bug,2.0,1746,Low
5819,20,Other,Bose QuietComfort,Hardware issue,4.0,1422,High
5822,63,Female,Nintendo Switch Pro Controller,Cancellation request,2.0,1651,Low
5825,68,Female,Dyson Vacuum Cleaner,Peripheral compatibility,1.0,1892,Low
5827,23,Male,Canon DSLR Camera,Delivery problem,4.0,1571,High
5828,20,Male,Sony Xperia,Data loss,2.0,1873,Low
5831,33,Female,Xbox,Installation support,4.0,1905,High
5833,45,Female,Google Pixel,Cancellation request,5.0,1319,High
5839,20,Other,Google Nest,Display issue,5.0,1859,High
5845,66,Other,LG Washing Machine,Delivery problem,1.0,1655,Low
5846,46,Female,Fitbit Charge,Delivery problem,1.0,1939,Low
5847,21,Other,GoPro Action Camera,Hardware issue,4.0,1699,High
5851,28,Male,Microsoft Office,Network problem,2.0,1738,Low
5852,26,Female,Canon DSLR Camera,Product recommendation,3.0,1991,Medium
5853,37,Male,Dell XPS,Peripheral compatibility,5.0,1705,High
5854,56,Female,Bose SoundLink Speaker,Data loss,3.0,1413,Medium
5855,21,Other,Microsoft Office,Data loss,4.0,1337,High
5859,70,Other,Nintendo Switch Pro Controller,Installation support,4.0,1920,High
5862,34,Male,Philips Hue Lights,Payment issue,4.0,1756,High
5864,37,Male,Sony Xperia,Software bug,1.0,1968,Low
5865,19,Female,Garmin Forerunner,Software bug,4.0,1589,High
5866,57,Other,Canon EOS,Installation support,1.0,1936,Low
5867,41,Other,LG Smart TV,Installation support,1.0,1407,Low
5869,56,Other,Canon EOS,Delivery problem,1.0,1786,Low
5875,48,Other,Lenovo ThinkPad,Network problem,3.0,1374,Medium
5884,19,Other,Autodesk AutoCAD,Cancellation request,1.0,1779,Low
5885,49,Male,Amazon Kindle,Delivery problem,1.0,1641,Low
5889,48,Male,Fitbit Charge,Data loss,1.0,1845,Low
5892,32,Male,PlayStation,Network problem,4.0,1514,High
5899,65,Female,Dell XPS,Payment issue,1.0,1519,Low
5901,62,Other,Garmin Forerunner,Cancellation request,5.0,1763,High
5904,51,Other,Microsoft Surface,Product setup,4.0,1537,High
5909,56,Other,Lenovo ThinkPad,Product recommendation,2.0,1508,Low
5911,63,Other,LG OLED,Product setup,4.0,1787,High
5917,21,Female,Samsung Soundbar,Installation support,1.0,1595,Low
5918,18,Female,GoPro Hero,Payment issue,2.0,1626,Low
5919,41,Female,Nintendo Switch,Peripheral compatibility,3.0,1539,Medium
5929,27,Other,Samsung Galaxy,Display issue,4.0,1488,High
5930,47,Male,Garmin Forerunner,Product compatibility,4.0,1425,High
5938,56,Other,Garmin Forerunner,Installation support,3.0,1338,Medium
5939,57,Female,Microsoft Office,Display issue,3.0,1984,Medium
5943,44,Male,MacBook Pro,Cancellation request,3.0,2011,Medium
5944,43,Male,Microsoft Xbox Controller,Delivery problem,2.0,1780,Low
5949,56,Male,Amazon Echo,Product recommendation,3.0,1691,Medium
5950,62,Male,Garmin Forerunner,Battery life,4.0,1817,High
5951,46,Other,Garmin Forerunner,Network problem,4.0,1320,High
5956,34,Other,Lenovo ThinkPad,Network problem,3.0,1378,Medium
5959,69,Male,Asus ROG,Hardware issue,3.0,1913,Medium
5960,65,Other,HP Pavilion,Battery life,5.0,1871,High
5961,30,Female,LG Smart TV,Installation support,5.0,1323,High
5965,61,Male,Sony 4K HDR TV,Hardware issue,1.0,1458,Low
5968,59,Female,Dyson Vacuum Cleaner,Refund request,5.0,1784,High
5970,47,Male,Asus ROG,Account access,4.0,1746,High
5972,37,Female,LG Washing Machine,Delivery problem,2.0,1640,Low
5979,57,Other,Roomba Robot Vacuum,Installation support,1.0,1484,Low
5980,30,Male,Amazon Echo,Account access,4.0,1359,High
5982,65,Female,Lenovo ThinkPad,Hardware issue,1.0,1705,Low
5983,28,Other,Asus ROG,Peripheral compatibility,5.0,1854,High
5990,25,Male,Nintendo Switch Pro Controller,Peripheral compatibility,4.0,1645,High
5991,47,Other,Adobe Photoshop,Payment issue,2.0,1496,Low
5992,31,Male,Philips Hue Lights,Network problem,1.0,1335,Low
5996,70,Other,Nikon D,Battery life,2.0,1588,Low
6010,45,Female,Nest Thermostat,Product recommendation,4.0,1997,High
6013,49,Female,PlayStation,Battery life,3.0,1392,Medium
6017,37,Male,Fitbit Charge,Battery life,2.0,1780,Low
6018,54,Other,Microsoft Office,Display issue,1.0,1318,Low
6020,52,Female,Fitbit Versa Smartwatch,Refund request,2.0,1440,Low
6021,57,Other,Microsoft Office,Product setup,1.0,1537,Low
6022,18,Other,Roomba Robot Vacuum,Product recommendation,2.0,1902,Low
6023,27,Male,Lenovo ThinkPad,Network problem,2.0,1616,Low
6026,34,Other,Amazon Kindle,Cancellation request,3.0,1775,Medium
6027,68,Female,GoPro Hero,Network problem,4.0,2038,High
6030,59,Other,Amazon Kindle,Refund request,4.0,1923,High
6032,32,Other,Bose QuietComfort,Product setup,1.0,1366,Low
6034,55,Other,Samsung Galaxy,Peripheral compatibility,4.0,1985,High
6042,53,Other,Canon EOS,Account access,1.0,1898,Low
6045,63,Female,Sony 4K HDR TV,Data loss,2.0,1881,Low
6047,50,Female,Adobe Photoshop,Refund request,5.0,1666,High
6048,46,Other,LG OLED,Hardware issue,1.0,2015,Low
6051,49,Female,LG OLED,Payment issue,4.0,1486,High
6052,63,Other,Samsung Soundbar,Payment issue,1.0,1614,Low
6054,26,Female,Bose SoundLink Speaker,Display issue,4.0,1401,High
6056,51,Male,Amazon Echo,Hardware issue,5.0,1709,High
6057,23,Other,GoPro Hero,Refund request,3.0,1585,Medium
6058,47,Male,Amazon Echo,Product recommendation,2.0,1424,Low
6059,65,Female,HP Pavilion,Network problem,2.0,1529,Low
6064,43,Other,Sony Xperia,Peripheral compatibility,1.0,1725,Low
6071,65,Male,Philips Hue Lights,Data loss,3.0,1669,Medium
6077,41,Male,Xbox,Cancellation request,1.0,1316,Low
6078,26,Male,Xbox,Account access,1.0,1517,Low
6079,44,Female,Garmin Forerunner,Cancellation request,2.0,1656,Low
6081,70,Other,Sony PlayStation,Delivery problem,1.0,1793,Low
6084,27,Other,Bose QuietComfort,Account access,4.0,1546,High
6086,34,Female,Nikon D,Account access,4.0,1446,High
6088,25,Other,Bose SoundLink Speaker,Software bug,3.0,1823,Medium
6095,62,Female,GoPro Action Camera,Product setup,3.0,1848,Medium
6097,42,Male,GoPro Action Camera,Delivery problem,2.0,1476,Low
6098,47,Male,Sony Xperia,Display issue,1.0,1651,Low
6101,63,Male,Amazon Kindle,Payment issue,4.0,1598,High
6105,64,Female,Google Nest,Data loss,4.0,1423,High
6106,23,Male,Nikon D,Cancellation request,2.0,1956,Low
6110,64,Other,Adobe Photoshop,Refund request,3.0,1331,Medium
6111,44,Other,Nest Thermostat,Installation support,5.0,1749,High
6115,41,Male,Xbox,Software bug,2.0,1773,Low
6116,55,Female,Canon EOS,Payment issue,1.0,1753,Low
6121,60,Female,Samsung Galaxy,Data loss,3.0,1842,Medium
6122,23,Female,Bose SoundLink Speaker,Payment issue,2.0,1979,Low
6124,36,Other,LG OLED,Display issue,3.0,1742,Medium
6129,51,Female,Adobe Photoshop,Installation support,5.0,1316,High
6132,45,Other,Roomba Robot Vacuum,Account access,1.0,1370,Low
6134,62,Male,Bose QuietComfort,Product setup,3.0,2036,Medium
6135,49,Male,Fitbit Charge,Product recommendation,3.0,1598,Medium
6140,30,Other,Fitbit Versa Smartwatch,Network problem,1.0,1680,Low
6142,35,Other,GoPro Hero,Hardware issue,3.0,1746,Medium
6145,66,Other,Sony PlayStation,Display issue,1.0,1921,Low
6148,18,Female,LG Washing Machine,Product setup,4.0,1548,High
6150,18,Male,Samsung Galaxy,Data loss,4.0,1676,High
6152,65,Female,Sony 4K HDR TV,Hardware issue,3.0,1543,Medium
6153,57,Other,Philips Hue Lights,Network problem,4.0,1984,High
6154,44,Other,Microsoft Office,Product compatibility,4.0,1555,High
6156,20,Male,Adobe Photoshop,Cancellation request,2.0,1358,Low
6157,59,Other,Nest Thermostat,Product recommendation,4.0,1785,High
6158,34,Other,Amazon Kindle,Refund request,4.0,1538,High
6165,62,Other,Samsung Galaxy,Cancellation request,5.0,1758,High
6167,42,Other,Roomba Robot Vacuum,Installation support,2.0,1351,Low
6168,33,Other,Adobe Photoshop,Product compatibility,1.0,1715,Low
6173,25,Female,Sony PlayStation,Product compatibility,4.0,1338,High
6174,53,Male,Xbox,Product recommendation,5.0,1956,High
6176,26,Other,Amazon Kindle,Peripheral compatibility,4.0,1405,High
6177,55,Other,Samsung Soundbar,Software bug,5.0,1947,High
6181,21,Female,Sony 4K HDR TV,Display issue,3.0,1627,Medium
6184,22,Other,Samsung Galaxy,Data loss,1.0,2043,Low
6186,26,Female,Microsoft Surface,Refund request,2.0,1404,Low
6187,56,Female,LG Washing Machine,Product setup,1.0,1413,Low
6193,69,Male,Sony Xperia,Network problem,3.0,1459,Medium
6195,28,Male,iPhone,Product recommendation,1.0,1835,Low
6196,47,Male,Dell XPS,Account access,5.0,1475,High
6197,22,Female,Nikon D,Product setup,4.0,1899,High
6198,39,Female,Dyson Vacuum Cleaner,Peripheral compatibility,2.0,1531,Low
6200,23,Female,Dell XPS,Network problem,2.0,1809,Low
6201,43,Female,Roomba Robot Vacuum,Payment issue,5.0,1482,High
6203,51,Other,Fitbit Versa Smartwatch,Cancellation request,5.0,1632,High
6204,67,Female,Microsoft Xbox Controller,Product setup,2.0,1603,Low
6211,36,Female,Sony Xperia,Refund request,2.0,1775,Low
6216,31,Male,iPhone,Refund request,1.0,1669,Low
6219,60,Female,Canon EOS,Account access,3.0,1501,Medium
6233,56,Male,Dyson Vacuum Cleaner,Hardware issue,2.0,1950,Low
6236,52,Other,PlayStation,Battery life,2.0,1348,Low
6240,31,Male,Canon DSLR Camera,Refund request,4.0,1647,High
6241,34,Other,Google Nest,Software bug,4.0,1514,High
6242,53,Male,LG Smart TV,Network problem,5.0,1496,High
6246,69,Female,Asus ROG,Cancellation request,2.0,1400,Low
6247,68,Female,iPhone,Display issue,4.0,1394,High
6248,64,Other,Fitbit Charge,Installation support,4.0,1652,High
6250,57,Female,MacBook Pro,Product recommendation,3.0,1582,Medium
6252,28,Female,Canon EOS,Software bug,5.0,1695,High
6253,44,Other,Google Pixel,Software bug,3.0,1537,Medium
6255,61,Female,LG OLED,Network problem,4.0,1478,High
6260,19,Female,HP Pavilion,Network problem,2.0,1770,Low
6261,70,Other,Canon EOS,Battery life,5.0,1537,High
6262,19,Female,LG Smart TV,Delivery problem,2.0,1481,Low
6264,35,Male,Adobe Photoshop,Product compatibility,1.0,1368,Low
6266,70,Male,Microsoft Xbox Controller,Product recommendation,4.0,1459,High
6267,48,Male,GoPro Hero,Payment issue,3.0,1902,Medium
6274,62,Other,LG OLED,Software bug,4.0,1726,High
6275,63,Female,PlayStation,Refund request,1.0,1719,Low
6277,22,Other,Canon DSLR Camera,Delivery problem,2.0,1315,Low
6278,21,Female,LG Smart TV,Peripheral compatibility,3.0,1742,Medium
6280,29,Female,Autodesk AutoCAD,Data loss,5.0,1964,High
6282,40,Other,MacBook Pro,Refund request,2.0,1929,Low
6286,23,Other,Nest Thermostat,Peripheral compatibility,1.0,1380,Low
6290,53,Male,Lenovo ThinkPad,Software bug,5.0,1358,High
6292,48,Female,Garmin Forerunner,Installation support,5.0,1938,High
6293,66,Female,Xbox,Peripheral compatibility,1.0,1519,Low
6296,61,Male,LG OLED,Installation support,3.0,1954,Medium
6299,34,Female,Dyson Vacuum Cleaner,Payment issue,1.0,1465,Low
6304,47,Female,Microsoft Office,Delivery problem,2.0,1621,Low
6309,57,Other,Microsoft Office,Network problem,3.0,1423,Medium
6310,35,Male,Bose SoundLink Speaker,Data loss,4.0,1777,High
6311,28,Other,LG Smart TV,Product recommendation,3.0,1519,Medium
6315,32,Other,Canon EOS,Display issue,2.0,1382,Low
6322,59,Female,Philips Hue Lights,Product recommendation,1.0,1443,Low
6323,31,Other,Nest Thermostat,Peripheral compatibility,5.0,1946,High
6324,32,Other,Sony 4K HDR TV,Battery life,5.0,2007,High
6328,19,Other,Bose QuietComfort,Product compatibility,1.0,1475,Low
6329,34,Male,LG Smart TV,Hardware issue,3.0,1476,Medium
6332,41,Female,GoPro Action Camera,Cancellation request,5.0,1352,High
6333,50,Male,LG Smart TV,Data loss,3.0,1818,Medium
6335,52,Female,Dell XPS,Product setup,5.0,1750,High
6336,38,Other,Microsoft Surface,Product setup,1.0,1890,Low
6337,38,Female,Microsoft Surface,Installation support,1.0,1907,Low
6341,30,Other,Google Nest,Peripheral compatibility,1.0,1912,Low
6342,53,Female,Lenovo ThinkPad,Software bug,2.0,2028,Low
6344,27,Other,Philips Hue Lights,Delivery problem,3.0,1402,Medium
6347,62,Female,Sony 4K HDR TV,Network problem,1.0,1544,Low
6349,29,Male,Microsoft Office,Peripheral compatibility,5.0,1316,High
6351,53,Female,LG Washing Machine,Battery life,1.0,1695,Low
6354,28,Other,Nest Thermostat,Account access,2.0,1977,Low
6362,22,Male,PlayStation,Payment issue,3.0,1593,Medium
6363,18,Female,HP Pavilion,Product setup,2.0,1502,Low
6365,22,Female,Apple AirPods,Payment issue,2.0,1769,Low
6367,55,Other,Bose QuietComfort,Product recommendation,1.0,1403,Low
6369,64,Other,Apple AirPods,Data loss,5.0,1926,High
6370,21,Other,Philips Hue Lights,Battery life,4.0,1320,High
6374,58,Other,Sony 4K HDR TV,Product compatibility,3.0,1784,Medium
6375,21,Female,LG Washing Machine,Refund request,2.0,1500,Low
6379,52,Other,GoPro Hero,Software bug,2.0,1953,Low
6380,19,Male,Nikon D,Product setup,3.0,1615,Medium
6381,63,Female,Canon DSLR Camera,Hardware issue,5.0,1598,High
6383,65,Other,Adobe Photoshop,Account access,5.0,1871,High
6384,65,Male,Nest Thermostat,Account access,3.0,1664,Medium
6394,42,Male,Nikon D,Data loss,2.0,1422,Low
6395,59,Female,iPhone,Account access,5.0,1925,High
6396,44,Female,Garmin Forerunner,Peripheral compatibility,1.0,1478,Low
6401,52,Other,Garmin Forerunner,Delivery problem,2.0,2035,Low
6405,67,Other,Garmin Forerunner,Cancellation request,4.0,1730,High
6407,45,Other,HP Pavilion,Product compatibility,5.0,1816,High
6410,66,Female,Google Pixel,Display issue,5.0,1353,High
6411,30,Other,iPhone,Hardware issue,2.0,1712,Low
6414,37,Female,Dyson Vacuum Cleaner,Data loss,4.0,2043,High
6416,45,Other,Canon EOS,Network problem,5.0,1320,High
6418,69,Other,Fitbit Versa Smartwatch,Battery life,4.0,1816,High
6420,42,Other,MacBook Pro,Product recommendation,3.0,1413,Medium
6424,37,Male,MacBook Pro,Peripheral compatibility,1.0,1553,Low
6434,37,Female,Microsoft Surface,Product setup,2.0,1690,Low
6437,21,Female,Canon EOS,Software bug,1.0,1407,Low
6440,41,Other,Roomba Robot Vacuum,Cancellation request,4.0,1796,High
6441,42,Other,Asus ROG,Delivery problem,5.0,1918,High
6447,36,Other,Xbox,Refund request,5.0,1325,High
