,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Channel,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
963,33,Female,Asus ROG,Cancellation request,Hardware issue,Email,5.0,1454,High
964,36,Other,Bose SoundLink Speaker,Billing inquiry,Battery life,Chat,5.0,1876,High
973,66,Other,iPhone,Billing inquiry,Payment issue,Social media,3.0,1578,Medium
980,36,Female,Samsung Soundbar,Technical issue,Delivery problem,Email,3.0,1723,Medium
986,21,Male,Microsoft Office,Technical issue,Product compatibility,Social media,4.0,1542,High
993,57,Other,iPhone,Billing inquiry,Display issue,Social media,1.0,1541,Low
997,43,Male,Apple AirPods,Billing inquiry,Payment issue,Phone,4.0,1639,High
999,68,Male,GoPro Action Camera,Billing inquiry,Account access,Chat,5.0,1923,High
1004,67,Other,Bose QuietComfort,Refund request,Refund request,Chat,3.0,1798,Medium
1006,20,Male,Amazon Kindle,Billing inquiry,Network problem,Email,4.0,1675,High
1008,62,Male,iPhone,Refund request,Refund request,Social media,3.0,1374,Medium
1009,51,Other,PlayStation,Billing inquiry,Product compatibility,Social media,2.0,2011,Low
1010,38,Male,Microsoft Office,Refund request,Installation support,Chat,5.0,1861,High
1012,64,Other,Microsoft Surface,Refund request,Payment issue,Email,4.0,1485,High
1015,59,Other,Samsung Galaxy,Product inquiry,Account access,Phone,1.0,1346,Low
1017,48,Other,Fitbit Versa Smartwatch,Cancellation request,Refund request,Chat,2.0,1866,Low
1019,39,Other,Bose QuietComfort,Cancellation request,Hardware issue,Phone,2.0,1774,Low
1021,29,Other,iPhone,Product inquiry,Network problem,Phone,5.0,1673,High
1029,60,Other,Microsoft Surface,Cancellation request,Display issue,Phone,1.0,1547,Low
1030,67,Female,Sony Xperia,Technical issue,Payment issue,Phone,1.0,1868,Low
1032,44,Female,Sony PlayStation,Refund request,Installation support,Email,5.0,1569,High
1034,31,Female,Bose SoundLink Speaker,Technical issue,Software bug,Phone,4.0,1788,High
1037,47,Other,Nikon D,Technical issue,Delivery problem,Chat,5.0,1733,High
1039,56,Female,Bose QuietComfort,Billing inquiry,Battery life,Chat,2.0,1930,Low
1040,69,Female,GoPro Action Camera,Refund request,Delivery problem,Chat,1.0,1560,Low
1042,64,Male,LG Smart TV,Product inquiry,Product recommendation,Chat,4.0,1851,High
1045,53,Male,Nikon D,Product inquiry,Delivery problem,Email,2.0,1590,Low
1047,42,Male,Microsoft Surface,Product inquiry,Product compatibility,Chat,4.0,1393,High
1048,57,Other,MacBook Pro,Refund request,Cancellation request,Social media,2.0,1620,Low
1060,52,Female,Microsoft Xbox Controller,Product inquiry,Display issue,Phone,3.0,1537,Medium
1062,64,Other,Nintendo Switch,Product inquiry,Network problem,Phone,4.0,1389,High
1063,66,Male,Sony PlayStation,Product inquiry,Network problem,Phone,2.0,1934,Low
1067,67,Female,GoPro Hero,Refund request,Display issue,Chat,5.0,1669,High
1068,49,Male,Lenovo ThinkPad,Refund request,Software bug,Email,4.0,1881,High
1069,41,Female,Samsung Soundbar,Cancellation request,Cancellation request,Social media,4.0,1534,High
1071,52,Male,Microsoft Xbox Controller,Cancellation request,Product recommendation,Chat,5.0,1736,High
1072,34,Other,Microsoft Office,Refund request,Product compatibility,Chat,1.0,1329,Low
1073,20,Other,Amazon Kindle,Cancellation request,Data loss,Chat,2.0,1371,Low
1089,40,Female,LG Washing Machine,Billing inquiry,Display issue,Social media,3.0,1871,Medium
1091,44,Female,PlayStation,Billing inquiry,Cancellation request,Phone,3.0,1833,Medium
1094,37,Other,LG OLED,Refund request,Peripheral compatibility,Social media,2.0,1349,Low
1101,67,Female,iPhone,Cancellation request,Software bug,Chat,4.0,1330,High
1104,19,Other,Philips Hue Lights,Product inquiry,Battery life,Social media,5.0,1827,High
1109,36,Male,Nest Thermostat,Cancellation request,Account access,Email,1.0,1872,Low
1110,41,Other,Google Nest,Product inquiry,Hardware issue,Email,4.0,1550,High
1113,25,Female,Dyson Vacuum Cleaner,Product inquiry,Payment issue,Social media,4.0,1703,High
1117,33,Female,Google Nest,Technical issue,Refund request,Social media,5.0,1704,High
1124,21,Female,Canon DSLR Camera,Refund request,Software bug,Social media,5.0,1404,High
1126,23,Other,Nintendo Switch Pro Controller,Technical issue,Product setup,Social media,4.0,1608,High
1129,62,Other,Dell XPS,Refund request,Battery life,Social media,1.0,1645,Low
1135,36,Male,LG Smart TV,Technical issue,Software bug,Social media,2.0,1883,Low
1142,43,Female,Xbox,Technical issue,Delivery problem,Phone,2.0,1944,Low
1145,43,Other,Microsoft Office,Product inquiry,Payment issue,Social media,4.0,1702,High
1150,49,Other,Samsung Soundbar,Billing inquiry,Network problem,Phone,2.0,1620,Low
1153,21,Male,Bose SoundLink Speaker,Refund request,Product setup,Social media,2.0,1876,Low
1157,21,Male,Garmin Forerunner,Billing inquiry,Network problem,Social media,2.0,1575,Low
1164,18,Female,Xbox,Refund request,Hardware issue,Phone,5.0,1905,High
1165,53,Female,LG Washing Machine,Technical issue,Display issue,Chat,5.0,1780,High
1166,25,Other,Sony 4K HDR TV,Cancellation request,Product recommendation,Phone,5.0,1567,High
1168,68,Female,Fitbit Versa Smartwatch,Product inquiry,Data loss,Email,4.0,1925,High
1171,66,Female,Amazon Echo,Technical issue,Network problem,Email,2.0,1870,Low
1174,25,Male,GoPro Action Camera,Cancellation request,Product recommendation,Phone,1.0,1952,Low
1177,39,Male,Nintendo Switch,Cancellation request,Network problem,Chat,4.0,1875,High
1182,42,Male,Sony PlayStation,Billing inquiry,Product setup,Chat,2.0,1638,Low
1183,38,Male,Microsoft Office,Technical issue,Product setup,Chat,5.0,1613,High
1185,54,Female,Xbox,Billing inquiry,Display issue,Chat,4.0,1626,High
1187,54,Female,Sony PlayStation,Technical issue,Network problem,Email,5.0,1697,High
1188,21,Male,Canon EOS,Refund request,Product recommendation,Email,3.0,1881,Medium
1189,49,Female,Autodesk AutoCAD,Cancellation request,Account access,Chat,5.0,1883,High
1190,38,Male,GoPro Hero,Technical issue,Installation support,Phone,2.0,1705,Low
1193,35,Female,iPhone,Cancellation request,Payment issue,Social media,4.0,1813,High
1198,54,Other,Dyson Vacuum Cleaner,Refund request,Display issue,Social media,5.0,1342,High
1205,27,Female,Fitbit Charge,Refund request,Delivery problem,Phone,5.0,1664,High
1207,52,Female,LG Smart TV,Billing inquiry,Installation support,Email,5.0,1809,High
1208,31,Other,Amazon Kindle,Product inquiry,Payment issue,Phone,3.0,1862,Medium
1212,65,Male,GoPro Hero,Billing inquiry,Installation support,Chat,4.0,1423,High
1216,24,Other,LG Washing Machine,Refund request,Product compatibility,Email,5.0,1609,High
1217,30,Female,iPhone,Cancellation request,Payment issue,Chat,5.0,1786,High
1223,58,Other,Apple AirPods,Billing inquiry,Software bug,Email,5.0,1784,High
1228,58,Other,Sony 4K HDR TV,Cancellation request,Hardware issue,Email,4.0,1476,High
1231,66,Other,Adobe Photoshop,Cancellation request,Data loss,Social media,1.0,2035,Low
1239,19,Other,Bose SoundLink Speaker,Cancellation request,Network problem,Email,1.0,1990,Low
1242,50,Female,HP Pavilion,Billing inquiry,Battery life,Phone,5.0,1847,High
1247,38,Female,Nintendo Switch,Refund request,Data loss,Social media,1.0,1454,Low
1249,40,Male,LG Washing Machine,Billing inquiry,Product recommendation,Phone,3.0,1647,Medium
1255,38,Other,GoPro Hero,Technical issue,Installation support,Social media,2.0,1758,Low
1256,56,Other,Google Pixel,Refund request,Account access,Email,5.0,1333,High
1264,35,Male,Sony 4K HDR TV,Technical issue,Installation support,Email,5.0,1664,High
1265,62,Female,Microsoft Surface,Billing inquiry,Network problem,Social media,5.0,1437,High
1266,27,Other,Dyson Vacuum Cleaner,Technical issue,Network problem,Chat,5.0,1495,High
1269,62,Female,Canon EOS,Billing inquiry,Cancellation request,Phone,4.0,1707,High
1271,47,Male,LG Washing Machine,Cancellation request,Display issue,Chat,1.0,1843,Low
1276,25,Male,Fitbit Versa Smartwatch,Billing inquiry,Data loss,Social media,2.0,1734,Low
1277,29,Female,Autodesk AutoCAD,Product inquiry,Delivery problem,Email,1.0,1712,Low
1278,48,Female,LG OLED,Billing inquiry,Product compatibility,Email,4.0,1331,High
1280,53,Other,Dell XPS,Refund request,Battery life,Email,1.0,1495,Low
1282,48,Female,Google Nest,Product inquiry,Product compatibility,Phone,1.0,1544,Low
1293,50,Other,Dell XPS,Cancellation request,Hardware issue,Chat,2.0,1879,Low
1295,21,Male,Microsoft Office,Cancellation request,Peripheral compatibility,Email,5.0,1354,High
1296,66,Male,Amazon Echo,Billing inquiry,Software bug,Social media,2.0,2005,Low
1298,63,Female,Lenovo ThinkPad,Billing inquiry,Network problem,Phone,4.0,1961,High
1300,63,Male,Samsung Galaxy,Refund request,Product setup,Social media,2.0,2033,Low
1305,66,Female,LG OLED,Cancellation request,Peripheral compatibility,Phone,4.0,1855,High
1306,63,Other,MacBook Pro,Refund request,Display issue,Chat,3.0,2019,Medium
1309,59,Male,Microsoft Office,Billing inquiry,Payment issue,Email,5.0,1482,High
1310,56,Other,Bose QuietComfort,Product inquiry,Product recommendation,Social media,4.0,1977,High
1311,65,Female,Samsung Soundbar,Refund request,Software bug,Social media,1.0,1633,Low
1313,28,Female,Roomba Robot Vacuum,Cancellation request,Software bug,Social media,3.0,1391,Medium
1315,67,Male,LG Smart TV,Refund request,Network problem,Phone,5.0,1583,High
1316,40,Female,Canon DSLR Camera,Refund request,Data loss,Chat,1.0,1681,Low
1319,34,Female,Nintendo Switch,Technical issue,Network problem,Chat,1.0,1499,Low
1328,55,Other,Canon DSLR Camera,Technical issue,Battery life,Chat,2.0,1939,Low
1329,38,Female,Microsoft Xbox Controller,Product inquiry,Battery life,Phone,3.0,1870,Medium
1331,38,Male,Autodesk AutoCAD,Technical issue,Network problem,Phone,3.0,2045,Medium
1332,69,Female,Sony PlayStation,Product inquiry,Battery life,Phone,5.0,1644,High
1333,70,Male,Garmin Forerunner,Billing inquiry,Cancellation request,Chat,5.0,1799,High
1335,31,Male,iPhone,Billing inquiry,Refund request,Email,5.0,2001,High
1336,33,Female,Garmin Forerunner,Billing inquiry,Payment issue,Phone,5.0,1609,High
1339,45,Female,Microsoft Office,Refund request,Data loss,Email,5.0,1804,High
1341,20,Male,GoPro Action Camera,Product inquiry,Network problem,Social media,2.0,1428,Low
1343,51,Female,Samsung Galaxy,Billing inquiry,Network problem,Chat,2.0,1751,Low
1346,64,Female,Canon EOS,Refund request,Product compatibility,Chat,4.0,1925,High
1350,46,Female,Google Pixel,Technical issue,Product setup,Social media,1.0,2035,Low
1351,18,Male,LG Smart TV,Refund request,Cancellation request,Social media,4.0,1632,High
1353,69,Male,Philips Hue Lights,Technical issue,Payment issue,Phone,5.0,1661,High
1354,46,Female,iPhone,Billing inquiry,Product compatibility,Chat,3.0,1988,Medium
1355,58,Other,Microsoft Office,Refund request,Peripheral compatibility,Phone,1.0,1489,Low
1356,45,Male,Roomba Robot Vacuum,Technical issue,Delivery problem,Chat,2.0,1867,Low
1357,36,Male,MacBook Pro,Billing inquiry,Battery life,Chat,3.0,1423,Medium
1361,51,Male,Adobe Photoshop,Cancellation request,Product compatibility,Phone,3.0,1492,Medium
1370,46,Male,Autodesk AutoCAD,Technical issue,Data loss,Social media,5.0,1503,High
1372,30,Female,Philips Hue Lights,Refund request,Product compatibility,Chat,1.0,1921,Low
1373,46,Male,Google Nest,Billing inquiry,Cancellation request,Social media,3.0,1996,Medium
1377,36,Male,GoPro Hero,Product inquiry,Payment issue,Email,3.0,1908,Medium
1378,49,Female,GoPro Hero,Cancellation request,Display issue,Email,1.0,1585,Low
1382,65,Female,Samsung Soundbar,Product inquiry,Network problem,Email,5.0,1915,High
1383,31,Male,Nikon D,Technical issue,Account access,Social media,2.0,1738,Low
1390,45,Other,Roomba Robot Vacuum,Technical issue,Payment issue,Social media,1.0,2012,Low
1395,36,Male,Garmin Forerunner,Billing inquiry,Battery life,Phone,2.0,1859,Low
1397,66,Male,Amazon Kindle,Billing inquiry,Product compatibility,Phone,4.0,1858,High
1399,52,Female,Nikon D,Refund request,Battery life,Phone,2.0,1713,Low
1405,61,Other,Philips Hue Lights,Billing inquiry,Installation support,Email,4.0,1776,High
1411,32,Other,Nest Thermostat,Billing inquiry,Hardware issue,Phone,5.0,2037,High
1416,67,Female,Microsoft Xbox Controller,Technical issue,Delivery problem,Email,1.0,1337,Low
1417,59,Male,Microsoft Xbox Controller,Cancellation request,Network problem,Email,5.0,2001,High
1426,67,Other,Apple AirPods,Technical issue,Hardware issue,Social media,3.0,1747,Medium
1427,58,Other,Philips Hue Lights,Technical issue,Network problem,Email,5.0,1695,High
1432,30,Other,iPhone,Billing inquiry,Delivery problem,Phone,2.0,1934,Low
1433,33,Other,Bose SoundLink Speaker,Refund request,Product recommendation,Email,1.0,1753,Low
1434,46,Male,Nest Thermostat,Billing inquiry,Delivery problem,Email,5.0,1943,High
1443,29,Male,Google Pixel,Technical issue,Product recommendation,Chat,3.0,1786,Medium
1444,63,Male,LG Smart TV,Refund request,Delivery problem,Social media,3.0,1733,Medium
1450,69,Male,Canon DSLR Camera,Cancellation request,Payment issue,Email,2.0,1465,Low
1452,35,Other,Dyson Vacuum Cleaner,Cancellation request,Product setup,Social media,4.0,1636,High
1456,34,Other,Dyson Vacuum Cleaner,Billing inquiry,Installation support,Social media,5.0,1945,High
1457,29,Female,LG Smart TV,Refund request,Refund request,Phone,2.0,1794,Low
1465,34,Male,Google Pixel,Refund request,Payment issue,Social media,5.0,1844,High
1467,34,Other,PlayStation,Product inquiry,Payment issue,Phone,5.0,1459,High
1468,56,Female,Bose QuietComfort,Technical issue,Product setup,Social media,4.0,1704,High
1480,34,Female,Dyson Vacuum Cleaner,Cancellation request,Product setup,Chat,4.0,1770,High
1481,28,Other,LG Smart TV,Cancellation request,Installation support,Email,4.0,1583,High
1483,33,Female,Google Nest,Refund request,Product setup,Email,2.0,1535,Low
1486,30,Male,Apple AirPods,Cancellation request,Peripheral compatibility,Phone,3.0,1959,Medium
1487,50,Female,Sony PlayStation,Product inquiry,Product compatibility,Phone,4.0,1885,High
1489,49,Female,Adobe Photoshop,Technical issue,Product setup,Chat,3.0,1548,Medium
1490,58,Female,Lenovo ThinkPad,Refund request,Account access,Phone,1.0,1796,Low
1491,49,Other,Philips Hue Lights,Product inquiry,Product recommendation,Email,5.0,2021,High
1492,34,Female,GoPro Hero,Refund request,Delivery problem,Phone,3.0,1861,Medium
1493,55,Other,Dell XPS,Billing inquiry,Product setup,Social media,4.0,1994,High
1495,58,Other,Sony 4K HDR TV,Cancellation request,Battery life,Chat,5.0,1322,High
1498,59,Female,Autodesk AutoCAD,Product inquiry,Product compatibility,Email,2.0,1751,Low
1503,57,Male,Amazon Kindle,Technical issue,Delivery problem,Chat,2.0,2037,Low
1513,39,Male,Canon EOS,Cancellation request,Battery life,Email,3.0,1497,Medium
1523,26,Male,Amazon Echo,Cancellation request,Hardware issue,Email,5.0,1750,High
1526,21,Other,MacBook Pro,Product inquiry,Network problem,Email,4.0,1829,High
1527,23,Male,Amazon Echo,Refund request,Hardware issue,Social media,5.0,1835,High
1528,70,Other,Sony Xperia,Refund request,Software bug,Chat,1.0,1430,Low
1529,36,Female,Fitbit Versa Smartwatch,Technical issue,Peripheral compatibility,Phone,1.0,1612,Low
1532,68,Female,Google Nest,Refund request,Refund request,Email,4.0,1600,High
1535,66,Male,Bose QuietComfort,Product inquiry,Product recommendation,Email,4.0,1605,High
1540,50,Male,Amazon Kindle,Technical issue,Software bug,Phone,5.0,1890,High
1544,33,Female,Sony 4K HDR TV,Technical issue,Network problem,Social media,1.0,1743,Low
1546,46,Other,LG Smart TV,Technical issue,Hardware issue,Chat,3.0,1999,Medium
1548,54,Male,Fitbit Versa Smartwatch,Product inquiry,Software bug,Social media,3.0,2020,Medium
1553,29,Other,Microsoft Xbox Controller,Billing inquiry,Installation support,Email,2.0,1718,Low
1557,20,Male,Asus ROG,Technical issue,Payment issue,Chat,3.0,1406,Medium
1563,64,Female,Garmin Forerunner,Product inquiry,Refund request,Social media,4.0,1987,High
1568,47,Other,GoPro Hero,Technical issue,Hardware issue,Social media,1.0,1320,Low
1573,25,Male,LG Washing Machine,Billing inquiry,Delivery problem,Social media,4.0,1772,High
1577,38,Female,Asus ROG,Technical issue,Delivery problem,Email,2.0,1538,Low
1580,62,Female,Bose QuietComfort,Technical issue,Software bug,Chat,3.0,1490,Medium
1582,23,Other,Dyson Vacuum Cleaner,Cancellation request,Product recommendation,Phone,4.0,1875,High
1583,61,Female,Adobe Photoshop,Billing inquiry,Peripheral compatibility,Email,2.0,1584,Low
1588,55,Female,Sony Xperia,Technical issue,Product recommendation,Chat,1.0,1442,Low
1589,61,Female,Nikon D,Cancellation request,Product compatibility,Social media,5.0,1490,High
1590,53,Male,Nintendo Switch,Product inquiry,Peripheral compatibility,Social media,1.0,1917,Low
1593,56,Male,Fitbit Versa Smartwatch,Refund request,Display issue,Email,1.0,1926,Low
1595,27,Male,Bose SoundLink Speaker,Product inquiry,Software bug,Chat,5.0,1346,High
1596,31,Male,LG OLED,Technical issue,Cancellation request,Email,4.0,1577,High
1598,39,Female,Canon DSLR Camera,Billing inquiry,Delivery problem,Email,3.0,1620,Medium
1601,48,Female,Apple AirPods,Billing inquiry,Product recommendation,Social media,1.0,2005,Low
1602,34,Male,Samsung Galaxy,Technical issue,Payment issue,Social media,4.0,1662,High
1603,30,Female,Nintendo Switch,Technical issue,Battery life,Chat,5.0,1736,High
1611,66,Other,Microsoft Xbox Controller,Cancellation request,Payment issue,Social media,3.0,1403,Medium
1612,56,Female,Nintendo Switch,Refund request,Account access,Social media,2.0,1652,Low
1613,47,Other,Amazon Kindle,Cancellation request,Refund request,Phone,1.0,1648,Low
1614,60,Female,Fitbit Charge,Technical issue,Battery life,Social media,3.0,1350,Medium
1617,20,Female,Google Pixel,Refund request,Peripheral compatibility,Phone,1.0,1759,Low
1618,63,Female,Dell XPS,Refund request,Refund request,Chat,1.0,1542,Low
1622,56,Other,Sony PlayStation,Billing inquiry,Peripheral compatibility,Social media,5.0,1893,High
